NOME_BARRAGEM_MINERACAO,NOME_DO_EMPREENDEDOR,CPF_CNPJ,LATITUDE,LONGITUDE,POSICIONAMENTO,UF,MUNICIPIO,MINERIO_PRINCIPAL,ALTURA_ATUAL_metros,VOLUME_ATUAL_m3,CATEGORIA_DE_RISCO,DANO_POTENCIAL_ASSOCIADO,CLASSE,INSERIDA_NA_PNSB,Lat_decimal,Long_decimal
BARRAGEM DIQUE 2,Minar Mineração Aredes Ltda.,20.066.908/0001-05,"-20º17'09,506""","-43º53'54,556""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,25.00,"396,000.00",Média,Média,C,Sim,-20.2859738888889,-43.8984877777778
BARRAGEM DO VIGIA,Nacional Minerios Sa,08.446.702/0001-05,"-20º26'16,735""","-43º50'02,435""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,30.00,"812,901.00",Baixa,Alta,B,Sim,-20.4379819444444,-43.8340097222222
Barragem E,Mosaic Fertilizantes P&K S.A. Filial: Araxa,33.931.486/0019-60,"-19º39'00,734""","-46º57'08,359""",Sul do Equador,MG,ARAXÁ,Fosfato,13.96,"90,000.00",Baixa,Alta,B,Sim,-19.6502038888889,-46.9523219444445
BARRAGEM ECOLÓGICA 1,Nacional Minerios Sa,08.446.702/0001-05,"-20º09'31,827""","-43º50'34,785""",Sul do Equador,MG,RIO ACIMA,Cascalho,15.00,"41,000.00",Baixa,Alta,B,Sim,-20.1588408333333,-43.8429958333333
BARRAGEM ECOLÓGICA 2,Nacional Minerios Sa,08.446.702/0001-05,"-20º09'30,070""","-43º50'50,477""",Sul do Equador,MG,RIO ACIMA,Cascalho,6.50,"104,000.00",Baixa,Alta,B,Sim,-20.1583527777778,-43.8473547222222
Barragem Eustáquio,Kinross Brasil Mineração S A,20.346.524/0001-46,"-17º08'45,920""","-46º54'07,890""",Sul do Equador,MG,PARACATU,Minério de Ouro Primário,94.00,"148,349,348.00",Baixa,Alta,B,Sim,-17.1460888888889,-46.9021916666667
Barragem F,Mosaic Fertilizantes P&K S.A. Filial: Araxa,33.931.486/0019-60,"-19º39'15,000""","-46º57'11,000""",Sul do Equador,MG,ARAXÁ,Fosfato,25.00,"35,200.00",Baixa,Alta,B,Sim,-19.6541666666667,-46.9530555555556
Barragem II Mina Engenho,Mundo Mineração Ltda.,07.950.015/0001-60,"-20º03'46,100""","-43º47'41,000""",Sul do Equador,MG,RIO ACIMA,Minério de Ouro Primário,40.00,"14,160.67",Alta,Alta,A,Sim,-20.0628055555556,-43.7947222222222
Barragem Mãe D'Água,Cia Mineradora Catite Duo S. A.,16.530.219/0001-32,"-19º36'06,170""","-43º01'47,700""",Sul do Equador,MG,NOVA ERA,Minério de Ferro,48.00,"3,100,000.00",Média,Média,C,Sim,-19.6017138888889,-43.0299166666667
Barragem Mina Engenho,Mundo Mineração Ltda.,07.950.015/0001-60,"-20º03'42,100""","-43º47'40,900""",Sul do Equador,MG,RIO ACIMA,Minério de Ouro Primário,32.00,"549,927.00",Alta,Alta,A,Sim,-20.0616944444444,-43.7946944444444
Barragem Mina Oeste (Somisa),Mineração Usiminas S.a.,12.056.613/0001-20,"-20º10'02,400""","-44º27'36,000""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,80.00,"12,535,000.00",Baixa,Alta,B,Sim,-20.1673333333333,-44.46
BARRAGEM MINAR,Minar Mineração Aredes Ltda.,20.066.908/0001-05,"-20º16'54,200""","-43º53'58,510""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,1.00,"87,775.00",Média,Alta,B,Sim,-20.2817222222222,-43.8995861111111
Barragem MRDM,Mineração Riacho dos Machados Ltda.,08.832.667/0001-62,"-16º03'22,500""","-43º07'45,000""",Sul do Equador,MG,RIACHO DOS MACHADOS,Minério de Ouro Primário,30.00,"5,945,479.06",Baixa,Alta,B,Sim,-16.05625,-43.1291666666667
Barragem Paciência,Mineração Serras do Oeste Eireli,28.917.748/0001-72,"-20º12'37,637""","-43º41'08,800""",Sul do Equador,MG,ITABIRITO,Minério de Ouro Primário,34.00,"1,400,000.00",Baixa,Alta,B,Sim,-20.2104547222222,-43.6857777777778
BARRAGEM REJEITOS,NEXA RECURSOS MINERAIS S.A,42.416.651/0001-07,"-20º53'34,300""","-46º42'19,000""",Sul do Equador,MG,FORTALEZA DE MINAS,Minério de Níquel,46.80,"3,250,000.00",Baixa,Alta,B,Sim,-20.8928611111111,-46.7052777777778
Barragem RG2W,Mineração Serras do Oeste Eireli,28.917.748/0001-72,"-19º57'29,710""","-43º38'05,312""",Sul do Equador,MG,CAETÉ,Minério de Ouro Primário,61.00,"550,645.00",Baixa,Média,C,Sim,-19.9582527777778,-43.6348088888889
Barragem Samambaia 0 (Zero),Mineração Usiminas S.a.,12.056.613/0001-20,"-20º10'22,518""","-44º26'54,771""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,46.00,"7,545,160.00",Baixa,Alta,B,Sim,-20.1729216666667,-44.4485475
Barragem Santo Antônio,Kinross Brasil Mineração S A,20.346.524/0001-46,"-17º08'46,800""","-46º51'22,540""",Sul do Equador,MG,PARACATU,Minério de Ouro Primário,104.00,"399,058,945.00",Baixa,Alta,B,Sim,-17.1463333333333,-46.8562611111111
BARRAGEM SERRINHA,Ferrous Resources do Brasil Sa,08.852.207/0001-04,"-20º10'28,800""","-43º58'33,600""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,4.00,"100,000.00",Baixa,Média,C,Sim,-20.1746666666667,-43976
Bocaina,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º26'26,440""","-43º47'24,160""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,56.00,"955,000.00",Baixa,Alta,B,Sim,-20.4406777777778,-43.7900444444444
Borrachudo,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º36'33,516""","-43º15'48,177""",Sul do Equador,MG,ITABIRA,Minério de Ferro,6.00,"190,000.00",Baixa,Alta,B,Sim,-19.60931,-43.2633825
Cachoeirinha,Vallourec Mineração Ltda,22.931.380/0001-10,"-20º09'09,800""","-43º57'55,600""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,45.00,"2,850,833.82",Baixa,Alta,B,Sim,-20.1527222222222,-43.9654444444445
CALCINADOS,Anglogold Ashanti Córrego do Sítio Mineração S.a.,18.565.382/0001-66,"-19º57'49,000""","-43º50'20,000""",Sul do Equador,MG,NOVA LIMA,Minério de Ouro Primário,57.00,"3,397,349.00",Baixa,Alta,B,Sim,-19.9636111111111,-43.8388888888889
Califórnia,Nacional de Grafite Ltda,21.228.861/0001-00,"-16º12'27,500""","-39º56'49,000""",Sul do Equador,MG,SALTO DA DIVISA,Xisto,25.50,"3,000,000.00",Baixa,Alta,B,Sim,-16.2076388888889,-39.9469444444444
Cambucal I,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º38'26,316""","-43º14'29,320""",Sul do Equador,MG,ITABIRA,Minério de Ferro,15.40,"220,841.00",Baixa,Alta,B,Sim,-19.6406433333333,-43.2414777777778
Cambucal II,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º38'44,132""","-43º14'32,010""",Sul do Equador,MG,ITABIRA,Minério de Ferro,21.30,"157,082.00",Baixa,Alta,B,Sim,-19.6455922222222,-43.242225
Campo Grande,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º10'33,845""","-43º29'14,340""",Sul do Equador,MG,MARIANA,Minério de Ferro,99.30,"22,978,889.00",Baixa,Alta,B,Sim,-20.1760680555556,-43.4873166666667
Capão da Serra,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º04'07,200""","-43º55'50,100""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,47.00,"2,230,000.00",Baixa,Alta,B,Sim,-20.0686666666667,-43.9305833333333
Capim Branco,Minerações Brasileiras Reunidas Sa Filial: MBR Paraopeba,33.417.445/0026-89,"-20º06'29,782""","-44º04'25,204""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,27.00,"470,000.00",Baixa,Alta,B,Sim,-20.1082727777778,-44.0736677777778
Capitão do Mato,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º07'47,600""","-43º55'32,500""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,36.00,"2,136,495.00",Baixa,Alta,B,Sim,-20.1298888888889,-43.9256944444444
CAVA B,Galvani Indústria Comércio e Serviços S.a. Filial: Roberto Eustáquio Silva Pedrosa,00.546.997/0002-60,"-18º16'47,500""","-46º51'43,600""",Sul do Equador,MG,LAGAMAR,Fosfato,21.00,"1,890,000.00",Baixa,Baixa,E,Sim,-18.2798611111111,-46.8621111111111
CAVA C,Galvani Indústria Comércio e Serviços S.a. Filial: Roberto Eustáquio Silva Pedrosa,00.546.997/0002-60,"-18º15'13,200""","-46º50'27,700""",Sul do Equador,MG,LAGAMAR,Fosfato,48.00,"2,817,000.00",Baixa,Baixa,E,Sim,-18.2536666666667,-46.8410277777778
Cemig I,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º34'32,225""","-43º12'17,125""",Sul do Equador,MG,ITABIRA,Minério de Ferro,32.50,"8,795,438.00",Baixa,Alta,B,Sim,-19.5756180555556,-43.2047569444445
Cemig II,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º34'21,721""","-43º11'51,131""",Sul do Equador,MG,ITABIRA,Minério de Ferro,22.35,"870,558.00",Baixa,Alta,B,Sim,-19.5727002777778,-43.1975363888889
Cianita 1,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º11'47,700""","-43º52'01,500""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,23.05,"450,000.00",Baixa,Alta,B,Sim,-20.1965833333333,-43.8670833333333
Clarificação Bocaina,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º26'28,390""","-43º47'04,200""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,21.00,"9,126.00",Baixa,Alta,B,Sim,-20.4412194444444,-43.7845
Cobras,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º07'58,744""","-43º24'37,294""",Sul do Equador,MG,CATAS ALTAS,Minério de Ferro,13.45,"20,000.00",Baixa,Média,C,Sim,-20.1329844444444,-43.4103594444444
COCURUTO,Anglogold Ashanti Córrego do Sítio Mineração S.a.,18.565.382/0001-66,"-19º58'25,000""","-43º49'46,000""",Sul do Equador,MG,NOVA LIMA,Minério de Ouro Primário,41.00,"4,240,553.00",Baixa,Alta,B,Sim,-19.9736111111111,-43.8294444444445
Conceição,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º38'51,300""","-43º16'26,900""",Sul do Equador,MG,ITABIRA,Minério de Ferro,60.00,"35,874,318.00",Baixa,Alta,B,Sim,-19.6475833333333,-43.2741388888889
CONTENÇÃO DE FINOS DE CDS I,Anglogold Ashanti Córrego do Sítio Mineração S.a.,18.565.382/0001-66,"-20º01'09,000""","-43º29'34,000""",Sul do Equador,MG,SANTA BÁRBARA,Filito,13.00,"260,000.00",Baixa,Alta,B,Sim,-20.0191666666667,-43.4927777777778
CONTENÇÃO DE REJEITOS DE CDS II,Anglogold Ashanti Córrego do Sítio Mineração S.a.,18.565.382/0001-66,"-19º59'05,000""","-43º28'17,000""",Sul do Equador,MG,SANTA BÁRBARA,Minério de Ouro Primário,82.00,"7,907,500.00",Baixa,Alta,B,Sim,-19.9847222222222,-43.4713888888889
CONTENÇÃO DE REJEITOS DE CUIABÁ,Anglogold Ashanti Córrego do Sítio Mineração S.a.,18.565.382/0001-66,"-19º51'56,815""","-43º43'39,215""",Sul do Equador,MG,SABARÁ,Minério de Ouro Primário,90.00,"7,429,355.00",Baixa,Alta,B,Sim,-19.8657819444444,-43.7275597222222
Dicão,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º52'29,203""","-43º22'47,022""",Sul do Equador,MG,SÃO GONÇALO DO RIO ABAIXO,Minério de Ferro,32.70,"989,786.00",Baixa,Alta,B,Sim,-19.8747786111111,-43.3797283333333
Dicão Leste,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º08'21,443""","-43º24'44,399""",Sul do Equador,MG,CATAS ALTAS,Minério de Ferro,22.50,"150,000.00",Baixa,Média,C,Sim,-20.1392897222222,-43.4123330555556
Diogo,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º55'47,792""","-43º11'46,298""",Sul do Equador,MG,RIO PIRACICABA,Minério de Ferro,39.00,"6,571,347.70",Baixa,Alta,B,Sim,-19.9299422222222,-43.1961938888889
Dique 01,Companhia de Mineração Serra Azul Comisa,03.405.415/0001-33,"-20º07'05,850""","-44º19'11,450""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,15.00,100.00,Baixa,Média,C,Sim,-20.1182916666667,-44.3198472222222
Dique 02,Companhia de Mineração Serra Azul Comisa,03.405.415/0001-33,"-20º07'15,440""","-44º19'22,200""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,20.00,400.00,Baixa,Média,C,Sim,-20.1209555555556,-44.3228333333333
Dique B - Pilha de Estéril Alegria E (Dique Oficina),Samarco Mineração S A.,16.628.281/0001-61,"-20º11'21,588""","-43º30'31,953""",Sul do Equador,MG,OURO PRETO,Sedimentos,15.00,"12,600.00",Baixa,Média,C,Sim,-20.18933,-43.5088758333333
Dique B3 Ipê,Emicon Mineração e Terraplenagem LTDA.,16.679.953/0001-68,"-20º07'09,700""","-44º18'57,400""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,23.50,"10,010,305.00",Média,Média,C,Sim,-20.1193611111111,-44.3159444444444
Dique B4 Ipê,Emicon Mineração e Terraplenagem LTDA.,16.679.953/0001-68,"-20º07'03,300""","-44º19'01,900""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,25.00,"6,053.00",Baixa,Baixa,E,Sim,-20.1175833333333,-44.3171944444445
DIQUE BATATEIRO DE BAIXO,Csn Mineração S.a.,08.902.291/0001-15,"-20º28'52,345""","-43º55'20,521""",Sul do Equador,MG,CONGONHAS,Cascalho,16.00,"18,300.00",Baixa,Baixa,E,Sim,-20.4812069444444,-43.9223669444444
Dique BIII-2,Mbl Materiais Básicos Ltda,19.543.206/0001-96,"-20º08'54,160""","-44º27'35,942""",Sul do Equador,MG,ITATIAIUÇU,Minério de Ferro,9.00,"19,765.55",Média,Média,C,Sim,-20.1483777777778,-44.4599838888889
Dique BIII-3,Mbl Materiais Básicos Ltda,19.543.206/0001-96,"-20º08'51,941""","-44º27'36,371""",Sul do Equador,MG,ITAÚNA,Minério de Ferro,17.00,"24,103.39",Média,Média,C,Sim,-20.1477613888889,-44.4601030555556
Dique BIII-4,Mbl Materiais Básicos Ltda,19.543.206/0001-96,"-20º08'48,397""","-44º27'37,003""",Sul do Equador,MG,ITAÚNA,Minério de Ferro,6.00,6.00,Média,Média,C,Sim,-20.1467769444444,-44.4602786111111
Dique BIII-5,Mbl Materiais Básicos Ltda,19.543.206/0001-96,"-20º08'47,133""","-44º27'38,419""",Sul do Equador,MG,ITAÚNA,Minério de Ferro,4.00,11.00,Média,Média,C,Sim,-20.1464258333333,-44.4606719444445
Dique Couves (MBL),Mineração Usiminas S.a.,12.056.613/0001-20,"-20º09'16,000""","-44º26'47,000""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,24.00,"13,241.00",Baixa,Média,C,Sim,-20.1544444444444,-44.4463888888889
DIQUE D,Brasmic Mineração Areia e Brita Ltda,22.470.777/0001-52,"-19º59'08,000""","-44º07'17,300""",Sul do Equador,MG,BETIM,Areia e Cascalho,23.00,"1,540,000.00",Baixa,Alta,B,Sim,-19.9855555555556,-44.1214722222222
DIQUE DA PILHA DA VILA II,Csn Mineração S.a.,08.902.291/0001-15,"-20º27'08,000""","-43º53'59,000""",Sul do Equador,MG,CONGONHAS,Cascalho,28.00,"18,556.00",Baixa,Baixa,E,Sim,-20.4522222222222,-43.8997222222222
Dique de Contenção de Sedimentos 01,Anglo American Minério de Ferro Brasil S.a,02.359.572/0004-30,"-18º53'57,000""","-43º24'30,000""",Sul do Equador,MG,CONCEIÇÃO DO MATO DENTRO,Minério de Ferro,12.00,"318,425.00",Baixa,Média,C,Sim,-18.8991666666667,-43.4083333333333
Dique de Contenção de Sedimentos 02,Anglo American Minério de Ferro Brasil S.a,02.359.572/0004-30,"-18º53'23,000""","-43º24'19,000""",Sul do Equador,MG,CONCEIÇÃO DO MATO DENTRO,Minério de Ferro,12.00,"634,140.00",Baixa,Média,C,Sim,-18.8897222222222,-43.4052777777778
Dique de Contenção de Sedimentos 03,Anglo American Minério de Ferro Brasil S.a,02.359.572/0004-30,"-18º55'14,984""","-43º24'23,663""",Sul do Equador,MG,CONCEIÇÃO DO MATO DENTRO,Sedimentos,15.50,"473,452.00",Baixa,Alta,B,Sim,-18.9208288888889,-43.4065730555556
Dique de Contenção de Sedimentos 04,Anglo American Minério de Ferro Brasil S.a,02.359.572/0004-30,"-18º55'54,000""","-43º24'06,000""",Sul do Equador,MG,CONCEIÇÃO DO MATO DENTRO,Sedimentos,14.60,"81,360.90",Baixa,Média,C,Sim,-18.9316666666667,-43.4016666666667
DIQUE DO BICHENTO IIIA,Csn Mineração S.a.,08.902.291/0001-15,"-20º29'06,000""","-43º56'00,000""",Sul do Equador,MG,CONGONHAS,Cascalho,15.50,"116,696.00",Baixa,Baixa,E,Sim,-20485,-43.9333333333333
DIQUE DO ENGENHO,Nacional Minerios Sa,08.446.702/0001-05,"-20º27'23,300""","-43º53'40,100""",Sul do Equador,MG,CONGONHAS,Cascalho,10.00,"8,821.00",Baixa,Média,C,Sim,-20.4564722222222,-43.8944722222222
DIQUE DO ESMERIL IV,Csn Mineração S.a.,08.902.291/0001-15,"-20º29'07,000""","-43º57'18,000""",Sul do Equador,MG,CONGONHAS,Cascalho,38.00,"282,079.00",Baixa,Alta,B,Sim,-20.4852777777778,-43955
Dique Lisa,Vallourec Mineração Ltda,22.931.380/0001-10,"-20º08'59,100""","-43º57'52,500""",Sul do Equador,MG,NOVA LIMA,Areia e Cascalho,12.00,"45,562.87",Baixa,Alta,B,Sim,-20.14975,-43.9645833333333
Dique Norte da PDE 1,Gerdau Açominas S.a.,17.227.422/0001-05,"-20º18'06,730""","-43º55'22,890""",Sul do Equador,MG,ITABIRITO,Dolomito,25.00,"25,200.00",Baixa,Média,C,Sim,-20.3018694444444,-43.923025
Dique Oeste,Mineração Usiminas S.a.,12.056.613/0001-20,"-20º10'15,500""","-44º27'16,500""",Sul do Equador,MG,ITATIAIUÇU,Argila Arenosa,16.70,"85,000.00",Baixa,Baixa,E,Sim,-20.1709722222222,-44.4545833333333
Dique S3,Samarco Mineração S A.,16.628.281/0001-61,"-20º14'09,149""","-43º25'22,771""",Sul do Equador,MG,MARIANA,Sedimentos,12.00,"2,950,000.00",Baixa,Alta,B,Sim,-20.2358747222222,-43.4229919444444
Dique S4,Samarco Mineração S A.,16.628.281/0001-61,"-20º14'28,600""","-43º24'39,193""",Sul do Equador,MG,MARIANA,Sedimentos,12.50,"1,006,318.00",Baixa,Alta,B,Sim,-20.2412777777778,-43.4108869444444
Doutor,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º17'25,615""","-43º29'25,900""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,77.00,"37,683,207.40",Baixa,Alta,B,Sim,-20.2904486111111,-43.4905277777778
EB-2,Anglo American Minério de Ferro Brasil S.a,02.359.572/0004-30,"-20º20'41,300""","-42º33'42,800""",Sul do Equador,MG,SANTO ANTÔNIO DO GRAMA,Minério de Ferro,50.00,"204,000.00",Baixa,Baixa,E,Sim,-20.3448055555556,-42.5618888888889
Elefante,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º55'56,851""","-43º12'33,168""",Sul do Equador,MG,RIO PIRACICABA,Minério de Ferro,17.00,"201,441.00",Baixa,Baixa,E,Sim,-19.9324586111111,-43.2092133333333
Fernandinho,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º10'59,900""","-43º51'34,200""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,19.00,"1,020,000.00",Baixa,Baixa,E,Sim,-20.1833055555556,-43.8595
Forquilha I,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º24'21,800""","-43º51'20,600""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,98.28,"12,042,671.00",Baixa,Alta,B,Sim,-20.4060555555556,-43.8557222222222
Forquilha II,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º24'29,800""","-43º51'06,500""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,95.76,"20,862,740.00",Baixa,Alta,B,Sim,-20.4082777777778,-43.8518055555556
Forquilha III,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º24'39,300""","-43º50'11,800""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,77.00,"23,143,107.62",Baixa,Alta,B,Sim,-20.4109166666667,-43.8366111111111
Forquilha IV,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º23'41,200""","-43º51'05,600""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,100.00,"4,108,399.60",Baixa,Alta,B,Sim,-20.3947777777778,-43.8515555555556
Freitas,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º25'55,900""","-43º50'58,400""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,7.50,"45,000.00",Baixa,Média,C,Sim,-20.4321944444444,-43.8495555555556
Galego,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º51'25,900""","-43º48'16,300""",Sul do Equador,MG,SABARÁ,Minério de Ferro,37.28,"974,151.38",Baixa,Alta,B,Sim,-19.8571944444444,-43.8045277777778
Grupo,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º24'53,200""","-43º51'54,500""",Sul do Equador,MG,OURO PRETO,Minério de Ferro,43.00,"800,000.00",Baixa,Alta,B,Sim,-20.4147777777778,-43.8651388888889
I,Vale S A Filial: Vale Paraopeba,33.592.510/0035-01,"-20º07'08,800""","-44º07'12,900""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,86.00,"11,741,325.34",Baixa,Alta,B,Sim,-20.1191111111111,-44.12025
II,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º09'10,400""","-43º53'18,300""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,20.00,"18,241.00",Baixa,Baixa,E,Sim,-20.1528888888889,-43.8884166666667
III,Vale S A Filial: Vale Vargem Grande,33.592.510/0034-12,"-20º09'20,500""","-43º53'13,600""",Sul do Equador,MG,NOVA LIMA,Minério de Ferro,11.00,"16,846.00",Baixa,Média,C,Sim,-20.1556944444444,-43.8871111111111
Itabiruçu,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º41'07,300""","-43º17'10,400""",Sul do Equador,MG,ITABIRA,Minério de Ferro,71.00,"130,751,697.30",Baixa,Alta,B,Sim,-19.6853611111111,-43.2862222222222
Itamarati de Minas,Companhia Brasileira de Alumínio,61.409.892/0001-73,"-21º27'18,809""","-42º52'17,972""",Sul do Equador,MG,ITAMARATI DE MINAS,Bauxita Grau Metalúrgico,38.00,"13,820,000.00",Baixa,Alta,B,Sim,-21.4552247222222,-42.8716588888889
IV,Vale S A Filial: Vale Paraopeba,33.592.510/0035-01,"-20º08'12,200""","-44º07'13,300""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,13.40,"238,000.00",Baixa,Alta,B,Sim,-20.1367222222222,-44.1203611111111
IV-A,Vale S A Filial: Vale Paraopeba,33.592.510/0035-01,"-20º08'22,200""","-44º07'23,100""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,14.00,"130,000.00",Baixa,Alta,B,Sim,-20.1395,-44.1230833333333
Jirau,Vale S A Filial: Vale Itabira,33.592.510/0164-09,"-19º34'13,730""","-43º13'53,604""",Sul do Equador,MG,ITABIRA,Minério de Ferro,15.00,"1,400,000.00",Baixa,Baixa,E,Sim,-19.5704805555556,-43.2315566666667
Lavra Azul,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º07'03,986""","-43º24'27,553""",Sul do Equador,MG,CATAS ALTAS,Minério de Ferro,19.10,"10,000.00",Baixa,Média,C,Sim,-20.1177738888889,-43.4076536111111
Maravilhas I,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º13'29,700""","-43º52'23,600""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,12.00,"1,860,000.00",Baixa,Média,C,Sim,-20.2249166666667,-43.8732222222222
Maravilhas II,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º12'51,900""","-43º53'30,100""",Sul do Equador,MG,ITABIRITO,Minério de Ferro,97.92,"91,925,622.00",Baixa,Alta,B,Sim,-20.2144166666667,-43.8916944444445
Marçu,Nacional de Grafite Ltda,21.228.861/0001-00,"-15º53'19,800""","-41º03'36,800""",Sul do Equador,MG,PEDRA AZUL,Xisto,37.00,"156,260.00",Baixa,Média,C,Sim,-15.8888333333333,-41.0602222222222
Marés I,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º25'31,000""","-43º55'40,300""",Sul do Equador,MG,BELO VALE,Minério de Ferro,12.70,"15,000.00",Baixa,Alta,B,Sim,-20.4252777777778,-43.9278611111111
Marés II,Vale S A Filial: Vale Itabiritos,33.592.510/0044-94,"-20º26'02,200""","-43º55'53,600""",Sul do Equador,MG,BELO VALE,Minério de Ferro,16.05,"241,000.00",Baixa,Alta,B,Sim,-20.4339444444444,-43.9315555555556
Menezes I,Vale S A Filial: Vale Paraopeba,33.592.510/0035-01,"-20º07'10,700""","-44º08'21,200""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,16.85,"8,068.00",Baixa,Baixa,E,Sim,-20.1196388888889,-44.1392222222222
Menezes II,Vale S A Filial: Vale Paraopeba,33.592.510/0035-01,"-20º07'41,100""","-44º08'17,800""",Sul do Equador,MG,BRUMADINHO,Minério de Ferro,21.00,"290,202.16",Baixa,Alta,B,Sim,-20.1280833333333,-44.1382777777778
Miraí,Companhia Brasileira de Alumínio,61.409.892/0001-73,"-21º03'43,757""","-42º33'49,546""",Sul do Equador,MG,MIRAÍ,Bauxita Grau Metalúrgico,52.00,"31,598,100.00",Baixa,Alta,B,Sim,-21.0621547222222,-42.5637627777778
Moita,Mineração Serras do Oeste Eireli,28.917.748/0001-72,"-19º56'05,733""","-43º38'56,601""",Sul do Equador,MG,CAETÉ,Minério de Ouro Primário,19.00,"313,481.00",Baixa,Alta,B,Sim,-19.9349258333333,-43.6490558333333
Monjolo,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º57'49,103""","-43º14'16,323""",Sul do Equador,MG,SANTA BÁRBARA,Minério de Ferro,23.50,"400,000.00",Baixa,Alta,B,Sim,-19.9636397222222,-43.2378675
Mosquito,Vale S A Filial: Vale Mariana,33.592.510/0412-68,"-20º06'19,708""","-43º24'15,056""",Sul do Equador,MG,CATAS ALTAS,Minério de Ferro,11.30,"1,089,830.50",Baixa,Alta,B,Sim,-20.1054744444444,-43.4041822222222
Norte/Laranjeiras,Vale S A Filial: Vale Minas Centrais,33.592.510/0447-98,"-19º50'54,032""","-43º25'18,194""",Sul do Equador,MG,BARÃO DE COCAIS,Minério de Ferro,58.80,"16,550,529.00",Baixa,Alta,B,Sim,-19.8483422222222,-43.4217205555556
Nova Barragem de Santarém,Samarco Mineração S A.,16.628.281/0001-61,"-20º13'50,314""","-43º26'29,842""",Sul do Equador,MG,MARIANA,Itabirito,48.00,"6,940,000.00",Baixa,Alta,B,Sim,-20.2306427777778,-43.4416227777778
